,k_glycerol_to_g3p,k_g3p_to_lpa,k_lpa_to_pa,k_pa_to_dag,k_dag_to_tag,k_choline_ph,k_choline_cdp,k_ea_ph,k_ea_cdp,k_pe_syn,k_pc_syn,k_pc_to_ps,k_pe_to_ps,k_ps_to_pe,k_pe_to_pc,k_pc_to_lpc,k_lpc_to_g3pc,k_g3pc_to_g3p,k_pe_to_lpe,k_lpe_to_g3pe,k_g3pe_to_g3p,k_dag_to_mag,k_mag_to_dag,k_tag_to_dag,k_mag_to_gly,k_serine_syn,k_gly_syn,k_fa_influx,k_serine_deg,k_pc_trans,k_fa_deg,k_gly_deg,k_choline_deph,k_ea_deph,k_gly_deph,k_choline_syn,k_choline_deg,k_choline_cdp_back,k_ea_cdp_back,k_ea_deg,preeq_switch,k_fa_ul_influx,k_fa_1_influx,k_fa_2_influx,k_fa_3_influx,k_fa_4_influx,k_fa_5_influx
10,0.00958200165568019,0.029321827864848497,0.03752086904794379,0.06527594150000714,0.048559474212946714,0.08244186342985647,0.08011499140910854,0.07453856847719566,0.15866915509124482,0.1082365624573725,0.08131287569069287,0.06748070223768401,0.15542078895684946,0.14300467604773595,0.13883708464144093,0.18357642523787276,0.19488581314795292,0.16671867762561302,0.12478574185096585,0.2075520582583809,0.1993009823925534,0.21155205657165013,0.28272364839819975,0.16669489339439283,0.1657949525978268,0.3097936604477407,0.3906661566995823,0.4391142957371123,0.26563564613769086,0.36055024267443914,0.43072940221368916,0.5037787592177464,0.23270127973498272,0.3084859215759723,0.2862031250051014,0.32839018641257356,0.4779123631222472,0.3476812921537106,0.3546888957403076,0.530745511012741,0.7563973298086086,0.01129774933400478,0.009238642792644285,0.009703882089052818,0.008351411558281537,0.008213182179152491,0.011812290233955058
11,0.017969002710732842,0.019447471834277478,0.036753707948949686,0.036649726217817896,0.060319588109435066,0.043774874785369185,0.08352761674419498,0.09811517435096828,0.15643007237581483,0.0736221315566853,0.08911040403269693,0.11843781244935948,0.15125218007110378,0.11636097562222346,0.1381501853963781,0.18812501706117088,0.13831046673070557,0.20475510767699706,0.11942875569434871,0.20068405343449858,0.2751487498013051,0.28702144889288844,0.2961037285978586,0.32570801335788513,0.20548391846479214,0.2818552302309268,0.23605138330538736,0.21837103217384543,0.305644487757818,0.3563554526636437,0.461358215986338,0.2988221867895453,0.28656844176913904,0.35374889551261696,0.25388994815331173,0.45233238254726565,0.4175838867947427,0.5281945737642924,0.5078329063271948,0.6599161114655729,0.9174993341501302,0.011479958286933455,0.010793316039981193,0.01024740169085939,0.010323371591404291,0.008255977521377189,0.011845268969726463
12,0.011085248191747802,0.01933519612109123,0.021908707980474253,0.06437414535446054,0.0544180174702179,0.06058763011052727,0.05727372665184476,0.08314797914122357,0.07220718401036412,0.12703113873857794,0.15465074305063867,0.09238135310774062,0.20454378155280475,0.18459931611225028,0.17668867162291368,0.13348084262874346,0.15682211872983656,0.10242029507849044,0.1654500573052056,0.14220336570009834,0.18147355725838757,0.26046868426197395,0.21362722413542973,0.2942664843024389,0.2636549514933939,0.2669701814205053,0.33366660437544143,0.3321028432162511,0.1532630440438555,0.26412697549806113,0.3008183857582274,0.5165752937870081,0.3887268825669597,0.1984194745879134,0.361211965372209,0.41644479908586113,0.5393907595924292,0.41287941289395413,0.3618594143214855,0.5079764715259176,1.9289756098742843,0.015472995546286911,0.008969775708274817,0.01094934690418117,0.008030690211251005,0.009439565144914735,0.008441053137011505
13,0.00916824725374987,0.01805382817023975,0.0268630885587625,0.03944321308813334,0.05428612114287514,0.0870959284084,0.06241651135443541,0.0917686996128035,0.09265569115551794,0.09672724419165739,0.0954077924258651,0.0984647313296354,0.1264561522949852,0.1656215729300015,0.1317975901617894,0.12593749385007488,0.19837844633230253,0.2507974736209565,0.25747044155631116,0.20168678886409352,0.17659696567169741,0.26311511252876163,0.25760984974575757,0.26187702014982234,0.20343885745586807,0.30200882372434595,0.24250818076164407,0.33743969220430087,0.4176576676863445,0.2811798630411566,0.37971537894338053,0.28416772125698775,0.22863971386603468,0.31308771878099206,0.26091480866389777,0.5322398746618284,0.27106881660340404,0.4428187277152377,0.3753922069293821,0.5149899631618718,0.7153299306312273,0.011843363731976655,0.009008652794986105,0.00581714587500002,0.01128676031800823,0.013619369352027188,0.00995995943677852
14,0.009627375166143436,0.021518161367597974,0.030619788093589846,0.04140960832468342,0.044745192113196976,0.05770865503268038,0.07253878183754256,0.11364710388226586,0.07341574505215477,0.09578788310761664,0.07515579628788216,0.15301190510455717,0.13955115877658586,0.15078247739252584,0.25873431862103546,0.12402435759394471,0.2074723682984824,0.18348239072801314,0.1692505403553223,0.17124742738673615,0.2063475888818663,0.24029664606486306,0.22993094429853797,0.18958185031453567,0.35011525688419937,0.28719842766306103,0.2406546780435592,0.38439582605683376,0.3054130851307291,0.2735124898410081,0.3089964413297051,0.24370501948405046,0.44500787305869216,0.32043797018757153,0.45504538956965207,0.5842440441518525,0.46576535942331837,0.34015656553328444,0.48270396714095737,0.43258820171294354,1.0223289216733,0.009472945314462931,0.009652070550290095,0.009019946359673948,0.009943025734375324,0.01048242830833723,0.012367754985056696
15,0.006224289348982227,0.02201073040080478,0.04714423024222434,0.05131005218096014,0.03481286824430242,0.06442388230197789,0.0566221982032268,0.08230821210517875,0.06405895379887902,0.08390284560476567,0.11308194808371921,0.15190735452604373,0.12178442971197329,0.1377525785034947,0.19204607546212749,0.17618050249176784,0.2788314508503488,0.20100807015169644,0.16004481718113142,0.15289375545608258,0.18604164888642644,0.28450112470489514,0.24653178923201527,0.2896944566929224,0.22154905823609866,0.25447985727413974,0.26899003403949906,0.2718702783530645,0.2742941824519915,0.20472955577429094,0.31205814062280346,0.25218680284311845,0.24542494299912632,0.3500107101786657,0.4164134760829061,0.6176262949780389,0.4370675179275094,0.6309428896353431,0.4352936501437104,0.4043610866268101,1.0213154234630653,0.015828758823488477,0.01165222536004283,0.01617177518088517,0.013919621016045852,0.015001133919374675,0.010481446521474258
16,0.01073234379749127,0.02185121154027526,0.02615507330893375,0.041238254749678016,0.049184058551033284,0.05678673481894262,0.08069604913975334,0.07143878454103104,0.10417448721250218,0.08467964794506755,0.0918744584721973,0.18734158301086556,0.1936873847635469,0.21355060684039265,0.12373025930529132,0.1592593099568197,0.17505113263518157,0.16551443888086279,0.21536039624462303,0.2029085169071324,0.19495427278749092,0.211227812797905,0.3332685771626044,0.2981630969813165,0.1801220542038064,0.21549443597820375,0.29369316281187124,0.34101379866372034,0.215082323317707,0.28135803912903123,0.4168913434368092,0.2915561595572771,0.3132404847214875,0.43134697958133844,0.3687876113831755,0.3296395981558228,0.30908471288411377,0.3833348176892276,0.47598690823831813,0.4625921945828159,0.964405677259775,0.013978274131208945,0.01348741377784252,0.008954493793776516,0.007184864844036401,0.01017666968497334,0.009227493704684923
17,0.010501076629954318,0.023004764707803497,0.03361479506075812,0.0529278506280873,0.04308588378714676,0.0703664559038288,0.06352323616834896,0.06925443827732083,0.0938612599815196,0.1812450188883983,0.08723896546728498,0.11384417476649906,0.17229350525131404,0.10596241421458373,0.15301909122359456,0.16484894294148542,0.1193742707995887,0.17225630097930006,0.21459096491789692,0.1917452857879008,0.16009075171716125,0.3217009316612146,0.31563637649447496,0.20355786294046768,0.21460525196612631,0.18737727795649806,0.22345080601761416,0.19587633798506737,0.281702273055561,0.3963302650842259,0.39049168523904076,0.4400559246188338,0.33317022578132055,0.2909965899114333,0.28751030798946475,0.44423554099327356,0.3142459037925818,0.5443946300256017,0.4223847846407493,0.5201052926081348,0.7293299358384543,0.00936803713614217,0.012005777167052733,0.01114880970106023,0.011221334878950365,0.00869091922994094,0.013388986225476261
18,0.008940822930727451,0.020090069434469317,0.03747203542800206,0.047610866681710856,0.040228692386954,0.07302425189303807,0.07306429804802082,0.06977008350551725,0.06935487772591467,0.08108103535370031,0.09850822111078417,0.09094162687493955,0.16893927117828764,0.1321873974469261,0.11590889816598825,0.1777632027586947,0.21733628250866577,0.12828267681761876,0.21401085010113932,0.1944720887436758,0.21309881947810538,0.21243040891422835,0.2378949755595879,0.3113913254506527,0.1659755023980019,0.3577532799276066,0.26164203351014265,0.36457790090831715,0.29036458784788394,0.2918990912398492,0.24584994991696263,0.3773113629307341,0.26231027210350144,0.36427062976633295,0.251675503197339,0.3193788717768222,0.3661786709084458,0.2993808957303256,0.4258175139506289,0.31167422173134285,1.0200219276559734,0.008337299849051537,0.009298711622132121,0.008867513465209888,0.011756706371222664,0.010723370990158331,0.007019155308916329
19,0.005159140881912062,0.016763199125448235,0.03127512684118205,0.026401418844572956,0.05260946370341196,0.05006822434164972,0.06305406461461935,0.0674322152667262,0.13389034684105522,0.09148189075825654,0.1408438804766366,0.16792411702730775,0.09840181654582696,0.14042240618385374,0.23066488031812057,0.24910080141707142,0.11136380051167956,0.2754531401588712,0.13825043698892964,0.24154302488155238,0.190638495273901,0.16655815550682565,0.2525947413671381,0.37828843052784766,0.19662523516081887,0.3935673846054774,0.2135741295357749,0.4114258305186316,0.18072035207064163,0.29514413425236014,0.3506024852769201,0.27179490893841346,0.22074684717918536,0.3062119374604901,0.23198331788804136,0.43214618493752655,0.34247113173452254,0.3191869251446323,0.37626312799727346,0.5919626537766343,0.9437478468664678,0.009354441456583937,0.010990599773457867,0.007760704598889369,0.00913782835209145,0.010507307722380996,0.009769857403668949
20,0.007707125634237648,0.02601566311148512,0.02548484410782419,0.051472649454086514,0.0507322240646378,0.10364990280156405,0.07079472369752193,0.0716920818764448,0.0649730341140141,0.09285984343296055,0.10500473083727122,0.09880706744221579,0.13153579529799656,0.10943048542452895,0.19166460260550416,0.15853711913843324,0.19010841653993663,0.1531773514440589,0.2118721662769181,0.20217879926555513,0.4266781805252204,0.20326568480078538,0.19805928519965013,0.2379593933413643,0.17974248306552162,0.3168304137258538,0.2639615309182043,0.2930894214912317,0.4182662464745728,0.2791798638209519,0.3264533631904854,0.3164020257159521,0.3716068717567003,0.3547860988178762,0.3948905374214765,0.27920620686370273,0.35232015320779875,0.3368974203861881,0.26961526660046803,0.5696453037794712,0.6555448601844762,0.012539471882879412,0.012658925669754684,0.012019107768823053,0.011720577044666707,0.011444370529162877,0.011268782680740011
21,0.010070309472021434,0.015154992562316106,0.03483054102647813,0.043165583098320616,0.05677017739149,0.03801531730217621,0.12114613700028806,0.056631974156593774,0.08151656294161792,0.09392836198326775,0.10490321918031315,0.12625387602614382,0.1459124418305205,0.21512831624510925,0.1272836952631108,0.09713910743910553,0.14244961313310095,0.22692495656294234,0.18915305809139088,0.21254646768788268,0.18824576984190305,0.2445806976125821,0.2206732898474926,0.20969869674718367,0.2566206629005547,0.3447238704951047,0.33749319858521354,0.2813667638938412,0.28909593775592846,0.31279785331766485,0.37079227467816195,0.3806917416949768,0.395286045301868,0.2919984587425756,0.41740777386025185,0.3531326951788249,0.39380296258149694,0.42910341758684334,0.3351377975694083,0.5868620178057945,0.733301690169783,0.014573185335328899,0.007235429820791972,0.014985651212073193,0.010798904077700748,0.009161978440513988,0.01336733255017177
22,0.009693877195322428,0.025441503237278732,0.02650748619406896,0.034352331726336637,0.0498588377659806,0.045116719554968134,0.07771143779885195,0.10841848681223203,0.06594693869011387,0.10503255571923617,0.15943118351300456,0.17412855933854862,0.15076132989540209,0.11353400404345479,0.14245516025674954,0.23130319834937554,0.22564681688861693,0.14036533912856045,0.15332970134780316,0.2544874517879584,0.2657654702336385,0.2451931090225157,0.19818624919190464,0.2694160889730826,0.24717157705523193,0.18806017504334321,0.2321274306691158,0.23414674518571826,0.27181497422545564,0.4072958493373323,0.3298439027112337,0.32919807974747645,0.25542200558751804,0.34290818513912896,0.32235476089708837,0.19368188579903464,0.3947883676809814,0.4001026527544326,0.3878193086955388,0.40691090161586213,0.923398723661876,0.006796352375852888,0.010505317512553902,0.009956847417536448,0.011950737127535443,0.013971721693769704,0.012089648598330659
23,0.00927352077492496,0.01902280275506855,0.053470308427245004,0.03322907597046044,0.06812537207558174,0.054303290689045415,0.06903450172484325,0.10227726686671633,0.07363520056653042,0.09783481543589366,0.139797948751693,0.12252240651872619,0.10098267432614913,0.12041413477371643,0.10293954760499292,0.22037510429306756,0.23888634357344615,0.3356737912758559,0.18810358722279844,0.20354255147057726,0.24300389176273532,0.41111383897498005,0.228899604621323,0.1614061299498416,0.26659990399568917,0.30335917305813365,0.2372571966142638,0.271594585932198,0.3488353013975047,0.24894896283570356,0.4421801794058126,0.29079693226865316,0.23434891092510285,0.4540591620407887,0.3240170141672507,0.31974643534670677,0.3392505824185885,0.3842161542371323,0.4438986248007913,0.4154519380950471,1.1356099143402847,0.010595563189653335,0.013759837274472993,0.011801099652975293,0.013373545700611613,0.008326742160328582,0.007862536084481989
24,0.013889271227068244,0.024135161683338315,0.01599549074275396,0.05976489120140897,0.030503382908535086,0.05637734991169916,0.08780320387261774,0.08311171608665605,0.10462774457065052,0.12736178670266637,0.13698701425611212,0.10760707356323126,0.1627985924761735,0.11233096138691881,0.1201161560282098,0.14377430593601692,0.15804000053536807,0.14870566590210485,0.19826874758011198,0.17343968901909176,0.24472619569886978,0.18246866862350183,0.16282890356711283,0.1709652709618458,0.2244775987721959,0.2739062195811583,0.23506929320519,0.2584920111182681,0.3512618330669267,0.3280878736813365,0.26574987832955427,0.3944833586084507,0.33416071099586214,0.3602730689477395,0.41671587213898487,0.4430918800555031,0.35112058168357796,0.39269443102798895,0.4624202146296682,0.38365973017525445,1.043249075078015,0.00991632282019331,0.008845062305193337,0.010413975742881136,0.014951458478012021,0.00976268390020644,0.014322313964664551
25,0.009810704112033702,0.024768893337561243,0.043882811765803276,0.033341300178411463,0.055285744869014795,0.05495592003548021,0.08303826842215897,0.06593059441692971,0.12688275830065412,0.10963413802758053,0.141771507934156,0.1075774285208995,0.2146730816133255,0.13285656149877817,0.14924445320999769,0.17592349116936146,0.23649228164796982,0.24258252780375242,0.2550881606694478,0.19373860018219854,0.23113617061942052,0.14815437661797648,0.25500111389382785,0.1691698340726086,0.22687815780405615,0.36372814832040484,0.24736286797128365,0.24381364383936827,0.2541091450555952,0.41278939715288276,0.370204517349055,0.458206992473697,0.22902389167982484,0.36833081766643055,0.48687237836226893,0.3483557251326739,0.2720179425525335,0.3936020331217664,0.32910982899832025,0.4738774845032573,0.7441600883934912,0.014031965671882604,0.010795099137829762,0.007576964587045037,0.010221885348120038,0.01098293111967767,0.009992500996626713
26,0.0092705448570429,0.025042808768474485,0.037502255258488694,0.04365813055643588,0.049468816621821954,0.060897448722771926,0.07289884916602965,0.1110332736828493,0.1044253141431028,0.09625564707393784,0.13767939150805325,0.22098281803349282,0.1354371902103589,0.09582558504306349,0.16986863549729206,0.19763276546639852,0.18236326479434617,0.15815622169938467,0.21873745377694612,0.19191075925525258,0.2282205160790361,0.2175740318130362,0.2219987403790326,0.1855341218262877,0.16096237980610023,0.1818095741395994,0.24007976571449266,0.2905059100138869,0.2718278429081161,0.329734973537942,0.4525757783182584,0.3492457701465164,0.31968843069940467,0.22363043492552523,0.4079986712376238,0.3331232600754175,0.31331515261408743,0.2694637543360276,0.3775350559315908,0.604288925302208,0.9250209300401517,0.01076836064975742,0.009156836366863562,0.011525563327871698,0.010648276789108397,0.013265153281811288,0.012976760828426798
27,0.015351619478772754,0.018951750237091156,0.03515163051184594,0.03840570029022695,0.03867464837114963,0.0389359987184371,0.06312081375906398,0.07341941697004929,0.11869677905207728,0.09731454788029299,0.15352018488011526,0.18074271576056197,0.07998754411078905,0.1395036763323769,0.1363080397660383,0.3062159786530106,0.2171019179651144,0.19313334942265686,0.19072126923778135,0.20621644962592053,0.15813155995317782,0.2910912095507312,0.191806905006146,0.1936099422149816,0.21269009083752413,0.154246056119348,0.1460114864768926,0.4073745309442539,0.3344799470104685,0.27275450702550497,0.38772959211551816,0.2977690407602277,0.3534903463477394,0.29385124377408045,0.38464392955324356,0.4031111666084668,0.5466495909887845,0.27380698347620824,0.6473158539304681,0.4364828505789313,1.496109297546599,0.012508002390008743,0.01313942254713045,0.013474447545958215,0.008862496067607318,0.009071038839947575,0.015482478416359144
28,0.009907856193188224,0.015635203065368482,0.029938666079922713,0.04643209500791861,0.061578346551670035,0.06409824569338171,0.06452528118811025,0.0700144917931433,0.10653305087008239,0.08046961939804959,0.09462816966565199,0.11478594694214829,0.1376965554777804,0.14795331356486793,0.1297299629676865,0.1307617557316339,0.21586978525478193,0.17849084355140177,0.2364614290688443,0.15936628406246434,0.12677231937826855,0.22406152997081866,0.16893635411309904,0.3972656143606739,0.20206040443282178,0.27286852747825685,0.21919954391587812,0.3146248574591205,0.30644593971240686,0.35474251188559996,0.41841210080339963,0.28480225650220503,0.32020602651193025,0.29441892143802717,0.28565252250417056,0.42510073523238834,0.27892724458050344,0.33429448484660595,0.25789887395611566,0.2779620127864651,0.8765190141250992,0.009526534692560094,0.01072827579944558,0.009293823550925609,0.009971778569189606,0.0052410257399008045,0.014432066223185045
29,0.012271945953429416,0.015766605387883,0.041232300852138595,0.0422721317555816,0.055303020044715066,0.06240012282215599,0.07098563013500798,0.0928887499765034,0.08124250448538178,0.11490932968210486,0.13453254619405122,0.11375800526258854,0.12329510075662449,0.10346748510031703,0.13778212583727356,0.11614963252176343,0.18981743496650252,0.24564836189964728,0.20513346162467727,0.16577710000238582,0.16924876888605875,0.32546029538061294,0.3154968472775988,0.2017635012607369,0.38711781867614165,0.2659048557161685,0.22944581221123572,0.33234833747629905,0.26593366858695144,0.500395304831653,0.3478197324410001,0.2887157336087158,0.3957717035496179,0.23531175697163748,0.26052142650515586,0.24053035167957668,0.4067304011637317,0.20569962524291757,0.4012542386836099,0.5314662325900982,1.1224063691409851,0.01112530925472184,0.005351670165543103,0.006051958091858696,0.008333344747659146,0.006307750531460666,0.01272422549358528
